Date,Open,High,Low,Close,Volume
2022-01-07,219.67,220.95,216.0,217.26,1655296
2022-01-10,218.22,220.54,209.75,212.01,1563031
2022-01-11,211.62,214.66,211.51,214.54,1991414
2022-01-12,214.15,214.86,211.29,211.99,957237
2022-01-13,212.37,215.78,211.64,215.04,1466737
2022-01-14,214.49,216.17,210.95,212.61,1092585
2022-01-17,212.67,215.03,211.58,213.93,2581316
2022-01-18,213.6,215.68,212.82,214.89,1381212
2022-01-19,215.56,216.34,210.8,211.57,1719898
2022-01-20,211.93,212.21,210.36,210.64,969490
2022-01-21,211.33,211.96,209.77,210.39,1199740
2022-01-24,210.09,214.26,209.1,213.26,1258133
2022-01-25,212.14,213.39,212.05,213.3,1271288
2022-01-26,214.06,214.52,211.32,211.78,1307090
2022-01-27,212.8,214.36,211.82,213.37,1074839
2022-01-28,212.85,214.05,212.47,213.66,966463
2022-01-31,212.96,214.08,211.93,213.04,1016620
2022-02-01,211.89,215.77,210.63,214.49,883071
2022-02-02,215.23,218.32,209.17,212.21,917482
2022-02-03,211.41,216.53,209.82,214.92,1509221
2022-02-04,215.05,216.64,213.16,214.74,941351
2022-02-07,214.87,216.5,213.98,215.61,1296645
2022-02-08,215.21,220.53,212.75,218.05,1340325
2022-02-09,217.87,218.95,213.41,214.47,1104222
2022-02-10,214.13,214.84,211.12,211.82,1051721
2022-02-11,212.29,212.89,212.03,212.64,721423
2022-02-14,213.49,216.42,212.71,215.63,1016589
2022-02-15,216.45,217.09,214.17,214.8,590070
2022-02-16,213.83,219.31,212.13,217.58,1002680
2022-02-17,216.72,219.28,214.96,217.52,794114
2022-02-18,217.15,222.35,213.88,219.05,1010992
2022-02-21,219.26,221.82,216.6,219.16,842095
2022-02-22,219.58,222.03,217.08,219.53,960594
2022-02-23,218.1,220.83,216.23,218.95,1199163
2022-02-24,218.96,219.32,218.3,218.65,1243427
2022-02-25,219.15,220.7,217.75,219.29,1415974
2022-02-28,219.25,222.2,219.09,222.04,826917
2022-03-01,221.91,223.85,220.88,222.83,697176
2022-03-02,221.56,221.76,220.58,220.78,1133562
2022-03-03,221.7,222.17,220.44,220.91,580152
2022-03-04,221.19,221.31,220.58,220.7,957464
2022-03-07,220.4,223.15,217.96,220.7,1281923
2022-03-08,220.33,223.44,218.9,222.0,1104719
2022-03-09,222.5,224.37,221.05,222.91,1950417
2022-03-10,223.7,226.26,222.83,225.39,1083606
2022-03-11,225.21,229.42,224.48,228.69,1277349
2022-03-14,227.73,228.45,227.44,228.17,1448715
2022-03-15,228.47,230.09,226.52,228.13,867466
2022-03-16,227.61,227.74,226.49,226.62,1264742
2022-03-17,226.48,229.86,224.71,228.07,1287232
2022-03-18,227.83,230.1,225.81,228.08,588121
2022-03-21,227.28,228.01,222.46,223.18,1139987
2022-03-22,223.99,224.15,220.75,220.91,2371706
2022-03-23,220.06,221.22,216.35,217.5,725028
2022-03-24,218.37,218.48,215.83,215.94,1193117
2022-03-25,215.35,215.99,213.38,214.02,963147
2022-03-28,213.84,214.57,211.75,212.48,1307246
2022-03-29,212.45,214.74,210.89,213.18,546634
2022-03-30,213.42,215.82,212.05,214.44,931796
2022-03-31,213.78,214.89,213.78,214.89,1444731
2022-04-01,216.04,216.2,214.4,214.55,1486607
2022-04-04,214.44,216.04,212.67,214.26,1503438
2022-04-05,215.32,215.76,215.22,215.66,1375710
2022-04-06,216.23,217.58,215.52,216.86,927960
2022-04-07,216.87,216.95,215.23,215.31,901697
2022-04-08,214.86,217.48,214.38,216.99,1004397
2022-04-11,217.32,218.69,215.55,216.91,1441877
2022-04-12,217.23,217.75,216.05,216.56,1017827
2022-04-13,216.1,217.1,213.99,214.98,1197772
2022-04-14,214.94,216.13,212.91,214.09,2435872
2022-04-15,214.57,216.93,213.12,215.47,990049
2022-04-18,216.21,217.7,215.1,216.59,1554610
2022-04-19,216.57,217.74,216.4,217.57,1193162
2022-04-20,217.51,217.7,215.01,215.2,730251
2022-04-21,214.73,217.11,211.8,214.18,2031586
2022-04-22,213.42,214.83,213.04,214.44,2077842
2022-04-25,215.07,216.9,214.92,216.74,1309866
2022-04-26,216.92,218.87,212.98,214.91,1081588
2022-04-27,214.77,218.26,213.68,217.16,1465445
2022-04-28,217.97,218.66,217.73,218.41,1117276
2022-04-29,219.01,220.74,218.28,220.0,976284
2022-05-02,218.92,225.74,217.84,224.63,1758977
2022-05-03,223.1,229.7,220.72,227.28,1077036
2022-05-04,227.35,228.11,227.27,228.03,984741
2022-05-05,227.65,230.91,224.5,227.76,1147800
2022-05-06,228.39,229.22,227.47,228.3,1280026
2022-05-09,227.47,228.52,227.09,228.13,947135
2022-05-10,228.56,230.17,225.39,227.0,1032997
2022-05-11,227.38,229.1,226.92,228.63,2332024
2022-05-12,227.86,232.23,225.83,230.18,1229050
2022-05-13,231.63,232.22,227.52,228.1,1541014
2022-05-16,227.58,233.86,226.93,233.19,1257818
2022-05-17,233.26,233.58,226.54,226.86,2202197
2022-05-18,226.54,226.66,224.71,224.83,1772166
2022-05-19,224.54,228.29,223.37,227.1,849117
2022-05-20,226.47,230.72,225.68,229.92,1876868
2022-05-23,229.41,232.13,228.31,231.01,729888
2022-05-24,231.29,231.81,226.47,226.98,1247305
2022-05-25,225.85,227.9,225.74,227.8,1180045
2022-05-26,227.69,229.31,225.51,227.14,1096464
2022-05-27,227.13,229.71,226.94,229.52,1058983
2022-05-30,229.55,230.6,227.64,228.69,868761
2022-05-31,228.68,228.98,225.2,225.5,1886062
2022-06-01,226.8,227.35,224.79,225.34,1072168
2022-06-02,225.35,226.84,223.21,224.69,736825
2022-06-03,224.61,225.37,224.15,224.92,565865
2022-06-06,224.43,228.47,224.24,228.27,2007316
2022-06-07,229.19,229.66,229.09,229.56,828662
2022-06-08,230.44,234.14,228.38,232.07,1919097
2022-06-09,231.4,234.56,230.38,233.53,913839
2022-06-10,232.81,232.82,231.58,231.59,899211
2022-06-13,230.87,232.53,229.94,231.59,1651295
2022-06-14,232.25,233.0,231.9,232.65,1170480
2022-06-15,232.8,235.5,229.98,232.69,810665
2022-06-16,233.19,233.64,231.23,231.68,2292856
2022-06-17,231.01,232.09,229.12,230.21,1751644
2022-06-20,230.16,230.33,227.57,227.73,1092341
2022-06-21,227.73,228.97,224.64,225.86,1745177
2022-06-22,226.59,228.2,224.02,225.62,1021024
2022-06-23,225.07,226.51,224.54,225.98,648828
2022-06-24,224.19,226.28,223.41,225.5,627785
2022-06-27,225.31,226.53,225.23,226.46,712551
2022-06-28,227.18,229.02,224.97,226.79,1077991
2022-06-29,228.0,230.46,227.96,230.42,1476345
2022-06-30,228.96,233.39,227.62,232.03,1492201
2022-07-01,232.38,234.44,225.38,227.39,926351
2022-07-04,227.94,230.55,223.2,225.78,1772891
2022-07-05,225.92,227.59,222.88,224.54,2117847
2022-07-06,224.24,226.43,223.39,225.58,1409117
2022-07-07,225.9,228.59,224.39,227.07,1233957
2022-07-08,227.04,228.48,224.26,225.69,1770109
2022-07-11,226.74,227.01,224.92,225.2,1394422
2022-07-12,224.79,227.08,222.54,224.83,1309085
2022-07-13,226.07,226.43,223.69,224.05,765494
2022-07-14,224.05,225.09,223.6,224.64,675338
2022-07-15,224.27,224.96,223.3,223.98,1452749
2022-07-18,224.69,225.05,224.11,224.47,685134
2022-07-19,224.5,226.05,224.49,226.04,1195404
2022-07-20,226.64,227.48,223.16,224.0,1150172
2022-07-21,224.39,224.67,222.67,222.95,1726863
2022-07-22,222.68,225.31,221.27,223.9,639509
2022-07-25,223.75,225.52,222.87,224.63,1316923
2022-07-26,225.98,227.12,222.09,223.21,1416857
2022-07-27,222.5,224.85,221.37,223.71,811492
2022-07-28,224.01,225.75,218.22,219.93,1647979
2022-07-29,220.74,222.42,219.98,221.66,854416
2022-08-01,222.13,223.08,219.82,220.76,1034639
2022-08-02,221.61,225.17,221.3,224.86,1808811
2022-08-03,224.31,224.87,223.72,224.28,1706934
2022-08-04,224.84,224.91,223.71,223.78,1107966
2022-08-05,224.55,225.66,221.04,222.13,1309850
2022-08-08,221.06,222.35,218.17,219.45,1818159
2022-08-09,219.78,220.94,219.26,220.42,855714
2022-08-10,220.15,223.65,218.37,221.86,649380
2022-08-11,221.46,222.15,220.62,221.31,942336
2022-08-12,221.86,222.86,221.09,222.09,1749418
2022-08-15,222.34,224.15,222.03,223.84,1316192
2022-08-16,224.75,224.85,224.54,224.64,843071
2022-08-17,224.94,226.17,223.31,224.54,1085263
2022-08-18,223.36,224.24,223.29,224.17,1328637
2022-08-19,223.79,225.45,222.71,224.37,1096500
2022-08-22,224.62,226.63,223.59,225.59,2037228
2022-08-23,226.12,227.16,222.26,223.28,1891952
2022-08-24,222.9,224.76,221.1,222.96,662941
2022-08-25,223.34,225.86,217.86,220.36,2104130
2022-08-26,219.92,221.18,215.93,217.18,938203
2022-08-29,217.99,219.23,216.37,217.61,1002114
2022-08-30,217.79,218.98,216.42,217.61,1347764
2022-08-31,217.88,219.29,215.51,216.91,742662
2022-09-01,215.19,220.09,213.88,218.75,580055
2022-09-02,218.79,218.98,216.58,216.77,1358261
2022-09-05,216.89,217.98,216.5,217.59,1277094
2022-09-06,217.08,218.95,216.81,218.68,1165292
2022-09-07,218.29,219.54,217.04,218.29,699364
2022-09-08,218.74,220.73,218.05,220.03,1074483
2022-09-09,219.59,220.9,217.53,218.84,1111376
2022-09-12,218.94,221.21,217.75,220.01,1055374
2022-09-13,218.64,220.94,217.49,219.79,1029047
2022-09-14,220.16,221.32,219.38,220.54,1297704
2022-09-15,219.24,219.81,217.5,218.07,790694
2022-09-16,216.77,221.29,214.47,218.96,2042049
2022-09-19,218.92,220.56,214.87,216.49,958433
2022-09-20,215.93,217.64,214.18,215.89,778404
2022-09-21,215.01,221.02,214.69,220.7,1153146
2022-09-22,220.88,220.99,219.54,219.65,917271
2022-09-23,219.38,220.76,218.05,219.42,1048373
2022-09-26,220.29,222.17,218.96,220.83,675197
2022-09-27,220.85,223.11,220.49,222.74,1937862
2022-09-28,223.48,225.17,218.02,219.68,892277
2022-09-29,219.05,220.44,218.64,220.03,714525
2022-09-30,220.14,222.16,217.37,219.39,1278578
2022-10-03,221.25,222.7,219.16,220.6,975058
2022-10-04,220.88,222.89,219.3,221.3,1442205
2022-10-05,220.74,224.69,219.56,223.5,1014092
2022-10-06,223.16,224.63,222.05,223.51,1009433
2022-10-07,223.25,225.77,221.32,223.84,991373
2022-10-10,224.17,226.2,224.1,226.13,1090049
2022-10-11,224.7,225.61,221.95,222.85,1202477
2022-10-12,223.4,223.89,222.55,223.04,918813
2022-10-13,223.26,223.97,222.32,223.02,984384
2022-10-14,222.8,223.57,220.65,221.42,996307
2022-10-17,221.95,224.33,221.07,223.45,1251433
2022-10-18,221.87,224.77,220.5,223.39,928757
2022-10-19,224.53,225.54,219.72,220.71,1026081
2022-10-20,220.8,220.85,219.77,219.82,1186266
2022-10-21,220.44,221.9,218.16,219.62,702424
2022-10-24,219.01,219.94,218.44,219.36,831345
2022-10-25,219.63,221.3,212.34,213.97,1326054
2022-10-26,213.97,215.39,212.5,213.92,956598
2022-10-27,214.55,216.69,213.53,215.66,1048445
2022-10-28,214.84,218.73,214.3,218.19,1452330
2022-10-31,219.63,221.99,219.06,221.42,1205282
2022-11-01,221.65,224.6,213.63,216.51,2300479
2022-11-02,217.59,218.34,214.22,214.96,1368274
2022-11-03,215.11,215.27,213.67,213.83,1066381
2022-11-04,213.91,214.22,213.01,213.32,1077424
2022-11-07,213.41,214.73,212.92,214.24,908032
2022-11-08,214.93,215.52,214.17,214.76,1331037
2022-11-09,215.25,216.83,210.8,212.36,687202
2022-11-10,211.83,214.16,210.93,213.25,1461782
2022-11-11,212.93,214.43,211.31,212.81,946069
2022-11-14,213.16,214.31,211.92,213.08,558767
2022-11-15,212.38,213.12,212.06,212.79,1432497
2022-11-16,213.13,214.71,212.16,213.74,1224250
2022-11-17,213.34,213.99,212.66,213.31,752091
2022-11-18,213.95,216.09,209.44,211.56,1257004
2022-11-21,211.9,213.12,211.07,212.28,999874
2022-11-22,212.66,214.23,210.63,212.2,1320469
2022-11-23,212.09,213.5,209.01,210.41,1500989
2022-11-24,211.13,212.6,208.59,210.06,1065199
2022-11-25,209.91,211.88,207.95,209.92,1360493
2022-11-28,210.88,213.17,207.13,209.41,950343
2022-11-29,208.72,211.44,207.27,209.99,1012252
2022-11-30,210.23,212.09,209.08,210.94,984688
2022-12-01,210.7,211.88,208.58,209.76,1260093
2022-12-02,210.75,211.15,208.5,208.89,1028046
2022-12-05,209.44,210.86,207.52,208.94,960592
2022-12-06,209.49,209.89,205.97,206.37,1200671
2022-12-07,206.03,210.14,203.95,208.03,986368
2022-12-08,208.06,208.71,207.53,208.18,796767
2022-12-09,207.58,208.91,207.5,208.82,918392
2022-12-12,208.37,209.61,207.31,208.55,984271
2022-12-13,209.45,210.59,208.28,209.42,2151738
2022-12-14,208.75,210.04,208.68,209.97,440632
2022-12-15,210.24,211.37,208.49,209.62,927660
2022-12-16,210.24,211.17,208.7,209.62,1527033
2022-12-19,210.09,210.7,209.65,210.27,1182358
2022-12-20,211.34,211.38,208.79,208.82,911174
2022-12-21,207.82,209.7,206.58,208.45,660405
2022-12-22,209.14,209.73,208.02,208.6,914309
2022-12-23,209.7,210.52,207.08,207.89,1071724
2022-12-26,207.3,208.18,206.28,207.16,1333778
2022-12-27,207.17,208.82,206.88,208.53,1479043
2022-12-28,208.39,209.48,207.14,208.23,1215214
2022-12-29,207.8,209.43,205.69,207.32,794781
2022-12-30,207.8,208.77,207.23,208.19,929425
2023-01-02,207.72,209.97,206.27,208.51,959184
2023-01-03,208.7,210.65,208.15,210.09,1197581
2023-01-04,210.42,211.62,208.79,209.99,912161
2023-01-05,209.01,210.89,208.64,210.51,868914
2023-01-06,210.0,210.32,209.04,209.36,1260280
2023-01-09,209.21,210.71,208.54,210.05,886306
2023-01-10,210.91,212.45,208.93,210.47,1462052
2023-01-11,210.45,213.94,208.35,211.83,1366466
2023-01-12,211.99,214.56,211.62,214.19,789808
2023-01-13,213.1,215.97,211.27,214.14,801705
2023-01-16,215.6,216.57,214.16,215.12,928104
2023-01-17,215.29,216.45,213.15,214.3,992956
2023-01-18,214.8,215.22,214.23,214.64,1292859
2023-01-19,215.55,215.56,214.56,214.57,1011560
2023-01-20,214.96,215.01,213.72,213.77,1051816
2023-01-23,213.41,214.96,212.14,213.68,1396584
2023-01-24,213.18,215.24,211.58,213.63,1292476
2023-01-25,214.67,215.02,214.6,214.95,889473
2023-01-26,214.03,216.29,213.05,215.31,1552096
2023-01-27,216.06,218.09,212.54,214.56,1177439
2023-01-30,215.88,216.78,211.62,212.52,1080401
2023-01-31,212.3,214.12,211.64,213.47,1111257
2023-02-01,213.29,213.66,212.92,213.3,870822
2023-02-02,213.84,214.77,211.09,212.02,1148185
2023-02-03,212.51,213.6,208.25,209.33,1145097
2023-02-06,209.6,211.41,208.95,210.75,1013990
2023-02-07,212.72,213.86,210.09,211.23,1130912
2023-02-08,211.11,211.28,211.11,211.28,639564
2023-02-09,212.27,212.91,210.54,211.17,978901
2023-02-10,213.0,214.18,209.67,210.84,1115302
2023-02-13,211.14,211.27,209.27,209.4,1274537
2023-02-14,209.1,209.42,208.24,208.55,703763
2023-02-15,210.19,211.46,208.06,209.32,1709444
2023-02-16,209.26,212.49,208.04,211.26,1461410
2023-02-17,212.22,214.19,208.8,210.76,713917
2023-02-20,209.99,210.09,208.74,208.84,1226012
2023-02-21,209.14,209.29,208.73,208.88,710102
2023-02-22,207.6,211.49,206.87,210.75,911504
2023-02-23,209.86,215.02,206.83,211.95,884305
2023-02-24,211.14,212.68,209.06,210.59,1591478
2023-02-27,210.55,211.11,208.42,208.98,1121933
2023-02-28,209.51,210.01,207.45,207.94,1365891
2023-03-01,208.71,209.67,204.25,205.19,940606
2023-03-02,204.94,208.64,201.8,205.49,1670874
2023-03-03,204.39,211.08,203.75,210.42,2683718
2023-03-06,208.23,211.12,207.8,210.68,1036847
2023-03-07,210.85,211.94,207.69,208.77,1553260
2023-03-08,208.55,209.1,207.81,208.36,1239398
2023-03-09,208.01,211.21,203.14,206.31,1001194
2023-03-10,206.91,207.34,206.27,206.7,1260533
2023-03-13,207.23,207.8,205.7,206.27,2069157
2023-03-14,207.31,208.61,204.6,205.89,547044
2023-03-15,206.87,207.31,206.42,206.86,1112815
2023-03-16,207.88,208.42,205.23,205.76,1514302
2023-03-17,205.84,207.52,205.31,206.98,809604
2023-03-20,206.57,207.34,206.54,207.32,620779
2023-03-21,206.77,208.97,203.05,205.22,2105494
2023-03-22,205.12,205.97,204.98,205.83,1591046
2023-03-23,206.06,208.62,205.35,207.9,668096
2023-03-24,206.85,207.56,205.92,206.63,876020
2023-03-27,206.5,207.7,204.03,205.23,789728
2023-03-28,205.46,205.96,204.04,204.54,1253918
2023-03-29,205.51,205.78,203.46,203.73,1055520
2023-03-30,203.55,205.7,202.34,204.48,1194417
2023-03-31,204.29,204.66,202.3,202.67,2047538
2023-04-03,202.43,205.72,200.2,203.48,684979
2023-04-04,204.29,206.54,203.44,205.68,1419819
2023-04-05,204.56,205.13,204.15,204.72,625884
2023-04-06,205.19,206.49,204.87,206.16,1253507
2023-04-07,205.35,207.19,204.5,206.34,1186132
2023-04-10,206.2,206.93,205.65,206.38,1195491
2023-04-11,207.07,211.58,206.22,210.71,1734241
2023-04-12,210.52,211.23,209.75,210.46,1511839
2023-04-13,210.48,210.84,208.12,208.47,1522567
2023-04-14,207.91,209.76,207.35,209.2,1044000
2023-04-17,208.21,210.01,207.46,209.25,860418
2023-04-18,210.21,212.16,207.7,209.64,743962
2023-04-19,209.52,214.12,209.28,213.88,1438456
2023-04-20,214.08,215.15,213.01,214.08,998312
2023-04-21,213.85,214.46,211.97,212.57,1145073
2023-04-24,212.57,216.42,211.57,215.41,1059946
2023-04-25,215.52,216.01,214.85,215.34,779204
2023-04-26,215.69,216.18,215.3,215.8,1043087
2023-04-27,215.18,215.54,214.69,215.04,604842
2023-04-28,214.77,216.66,214.75,216.65,1110554
2023-05-01,216.92,218.21,215.6,216.88,1031057
2023-05-02,216.79,220.15,215.55,218.9,943029
2023-05-03,219.01,220.02,215.92,216.91,1049621
2023-05-04,216.64,218.46,214.72,216.54,838816
2023-05-05,216.81,217.18,216.66,217.03,477892
2023-05-08,216.89,219.91,215.77,218.79,1166864
2023-05-09,217.45,218.63,216.99,218.17,1229747
2023-05-10,217.59,219.28,217.41,219.09,1304799
2023-05-11,219.52,220.05,216.81,217.34,836905
2023-05-12,219.22,219.93,217.52,218.22,989279
2023-05-15,217.81,218.75,217.34,218.28,1443087
2023-05-16,217.06,219.47,215.73,218.14,874875
2023-05-17,218.67,219.62,217.17,218.12,723946
2023-05-18,219.8,220.11,217.92,218.23,596290
2023-05-19,217.84,220.72,215.6,218.47,842404
2023-05-22,218.42,228.49,215.58,225.56,1747941
2023-05-23,225.49,226.14,225.37,226.02,1106938
2023-05-24,227.06,228.64,226.04,227.62,1087593
2023-05-25,226.35,227.73,224.12,225.49,1026693
2023-05-26,226.17,232.16,225.44,231.41,2466323
2023-05-29,231.56,231.93,229.51,229.87,1328531
2023-05-30,229.96,233.07,227.4,230.5,1004282
2023-05-31,230.47,233.42,228.1,231.04,915436
2023-06-01,231.64,232.62,228.26,229.22,741756
2023-06-02,230.06,230.39,225.08,225.41,1233118
2023-06-05,224.55,227.64,224.53,227.62,1363868
2023-06-06,227.53,230.21,226.09,228.75,1326062
2023-06-07,229.43,229.98,226.39,226.93,1163013
2023-06-08,226.12,230.74,225.07,229.67,1194816
2023-06-09,230.44,235.3,228.14,232.96,1634375
2023-06-12,233.69,236.05,233.65,236.01,1472287
2023-06-13,236.1,237.27,231.99,233.15,1467176
2023-06-14,232.16,232.6,229.13,229.57,2202843
2023-06-15,228.97,229.1,228.67,228.8,1483616
2023-06-16,228.53,229.46,227.44,228.37,1031073
2023-06-19,228.76,231.44,225.12,227.79,1301333
2023-06-20,227.88,230.3,224.27,226.68,1333665
2023-06-21,226.74,228.48,222.61,224.34,894925
2023-06-22,224.93,226.13,223.15,224.35,1027241
2023-06-23,224.38,225.11,223.11,223.84,1244973
2023-06-26,223.77,224.07,219.15,219.45,1229665
2023-06-27,219.51,221.02,215.63,217.13,1473572
2023-06-28,217.31,219.8,215.76,218.25,2193825
2023-06-29,217.98,218.05,216.62,216.69,1466112
2023-06-30,216.14,222.07,212.02,217.9,2304780
2023-07-03,217.7,218.92,216.95,218.17,1698722
2023-07-04,218.28,220.58,215.44,217.74,1144070
2023-07-05,216.69,217.53,214.15,214.99,996871
2023-07-06,214.75,217.03,214.2,216.47,1318035
2023-07-07,216.07,217.79,215.8,217.52,1366064
2023-07-10,216.58,218.27,215.39,217.07,1393304
2023-07-11,217.75,219.75,214.56,216.55,1245108
2023-07-12,216.27,217.82,214.96,216.51,1082938
2023-07-13,214.93,218.06,214.34,217.47,1579467
2023-07-14,218.26,219.56,217.94,219.24,1098748
2023-07-17,219.49,225.09,218.56,224.13,1863017
2023-07-18,222.21,222.9,220.71,221.4,640403
2023-07-19,221.78,222.64,220.03,220.89,894940
2023-07-20,221.16,223.19,218.61,220.64,1068215
2023-07-21,220.61,221.36,219.43,220.19,1251417
2023-07-24,220.73,221.09,218.83,219.19,1261317
2023-07-25,218.78,221.2,217.3,219.7,1235745
2023-07-26,220.36,220.68,218.2,218.52,1757788
2023-07-27,218.02,218.23,216.91,217.12,755126
2023-07-28,217.17,220.07,215.18,218.07,1038519
2023-07-31,217.85,220.23,217.13,219.5,940607
2023-08-01,219.5,222.42,216.89,219.8,1250669
2023-08-02,219.61,220.81,219.35,220.56,1237751
2023-08-03,219.78,221.55,218.07,219.84,847991
2023-08-04,219.94,222.61,218.05,220.72,1326268
2023-08-07,220.41,221.42,218.1,219.1,993447
2023-08-08,219.21,220.66,215.99,217.43,973315
2023-08-09,216.41,218.79,215.69,218.06,1234832
2023-08-10,218.51,222.02,215.76,219.26,1629517
2023-08-11,218.28,220.88,217.85,220.45,1418507
2023-08-14,219.47,221.73,214.82,217.06,822055
2023-08-15,216.55,218.14,215.89,217.48,812805
2023-08-16,218.1,221.67,215.07,218.63,1225592
2023-08-17,218.6,219.63,217.42,218.46,830320
2023-08-18,218.31,220.01,216.71,218.41,940387
2023-08-21,218.57,219.07,217.21,217.71,937844
2023-08-22,217.17,219.99,215.34,218.14,1174938
2023-08-23,218.08,218.93,216.98,217.83,1583254
2023-08-24,218.2,220.35,215.49,217.63,1281091
2023-08-25,217.51,219.1,216.93,218.52,880381
2023-08-28,217.57,219.06,217.04,218.52,481090
2023-08-29,219.57,220.49,218.92,219.85,1073722
2023-08-30,219.87,222.36,219.55,222.04,1321150
2023-08-31,220.91,221.81,219.9,220.79,1511835
2023-09-01,220.2,222.05,217.48,219.32,588646
2023-09-04,221.59,221.6,218.95,218.97,721343
2023-09-05,219.13,221.01,217.38,219.27,1484930
2023-09-06,218.56,221.86,216.73,220.01,1112477
2023-09-07,218.84,220.44,218.32,219.92,958645
2023-09-08,218.94,221.45,218.16,220.65,960090
2023-09-11,220.61,221.41,219.48,220.27,798077
2023-09-12,220.9,222.23,218.8,220.12,1154387
2023-09-13,220.6,222.27,220.4,222.07,1209546
2023-09-14,222.23,222.99,219.09,219.84,621945
2023-09-15,220.11,220.49,219.44,219.82,679400
2023-09-18,219.99,220.56,219.2,219.77,1199597
2023-09-19,219.77,223.03,216.74,220.0,770557
2023-09-20,220.57,222.76,218.4,220.6,886715
2023-09-21,220.41,224.44,218.07,222.08,844548
2023-09-22,222.54,226.98,220.88,225.29,1510058
2023-09-25,223.6,226.79,222.26,225.44,1185556
2023-09-26,224.22,227.63,220.69,224.1,1494720
2023-09-27,224.48,225.74,224.34,225.6,1388219
2023-09-28,225.47,225.87,224.67,225.07,953653
2023-09-29,224.01,226.45,221.79,224.22,587293
2023-10-02,225.37,226.89,221.91,223.42,1069967
2023-10-03,224.84,226.03,224.33,225.51,2623332
2023-10-04,225.47,227.13,222.96,224.62,1051788
2023-10-05,224.72,224.75,224.19,224.22,1664754
2023-10-06,223.57,226.11,222.32,224.85,994348
2023-10-09,223.55,226.03,221.7,224.17,910018
2023-10-10,223.94,226.7,223.85,226.6,1024556
2023-10-11,225.92,226.81,224.48,225.37,884277
2023-10-12,225.22,225.69,224.88,225.35,1182529
2023-10-13,225.06,225.46,222.66,223.05,779400
2023-10-16,222.61,225.01,221.6,224.0,1172984
2023-10-17,223.9,225.2,222.23,223.52,1006743
2023-10-18,224.44,224.54,223.99,224.09,1095393
